source,as_url,ls_url,token_ratio,as_tokens,ls_tokens,as_avg_sent_len,ls_avg_sent_len,ner_recall_as_ls,ner_recall_ls_as,as_ent_count,ls_ent_count,semantic_similarity_8192,semantic_similarity_512,semantic_similarity_128,as_lexical_density,ls_lexical_density,as_adj_ratio,ls_adj_ratio,as_noun_ratio,ls_noun_ratio,as_verb_ratio,ls_verb_ratio,as_conj_ratio,ls_conj_ratio,as_text,ls_text
behindertenbeauftragter,https://www.behindertenbeauftragter.de/DE/AS/der-beauftragte/gesetzliche-aufgabe/gesetzliche-aufgabe-node.html              ,https://www.behindertenbeauftragter.de/DE/LS/der-beauftragte/gesetzliche-aufgabe/gesetzliche-aufgabe.html,0.7973856209150327,612,488,18.0,9.568627450980392,0.2222222222222222,0.1428571428571428,9,14,0.941847324371338,0.9305955171585084,0.9697865843772888,0.477124183006536,0.4262295081967213,0.0669934640522875,0.0225409836065573,0.2826797385620915,0.2540983606557377,0.0931372549019607,0.1024590163934426,0.0571895424836601,0.0594262295081967,"Das Amt des Beauftragten der Bundesregierung für die Belange von Menschen mit Behinderungen umfasst vielfältige Aufgaben. Erfahren Sie hier mehr! Inhaltsverzeichnis Video: Was macht der Behindertenbeauftragte der Bundesregierung? Gesetzlicher Auftrag Politische und soziale Rahmenbedingungen mitgestalten Informieren – beraten – Öffentlichkeitsarbeit leisten – Inklusionsgedanken verbreiten Grenzen der Beratung Video: Was macht der Behindertenbeauftragte der Bundesregierung? Video: Was macht der Behindertenbeauftragte der Bundesregierung? zum Download: Video: Was macht der Behindertenbeauftragte der Bundesregierung? (307 MB, 02:39) Gesetzlicher Auftrag Der/Die Behindertenbeauftragte wird vom Bundeskabinett jeweils für die Dauer einer Legislaturperiode bestellt. Ernennung und Aufgaben sind seit dem 1. Mai 2002 durch das Gesetz zur Gleichstellung behinderter Menschen (Behindertengleichstellungsgesetz, BGG ) geregelt. Der beauftragten Person steht ein mit hauptamtlichen Mitarbeiterinnen und ","Die Beauftragten der Bundes-Regierung für die Belange von Menschen mit Behinderungen haben viele Aufgaben. Was macht der Behindertenbeauftragte der Bundesregierung? Inhaltsverzeichnis Video: Was macht der Behindertenbeauftragte der Bundesregierung? Gesetzlicher Auftrag Politisch und sozial mitgestalten Informieren – Beraten – Öffentlichkeitsarbeit leisten – Inklusions-Gedanken verbreiten Grenzen der Beratung Video: Was macht der Behindertenbeauftragte der Bundesregierung? Video: Was macht der Behindertenbeauftragte der Bundesregierung? zum Download: Video: Was macht der Behindertenbeauftragte der Bundesregierung? (307 MB, 02:39) Gesetzlicher Auftrag Der oder die Behindertenbeauftragte wird von der Bundes-Regierung ausgewählt. Für eine Legislatur-Periode. Die Legislatur-Periode ist die Zeit zwischen zwei Wahlen. In Deutschland dauert die Legislatur-Periode normalerweise 4 Jahre. Wie die Behinderten-Beauftragten ausgewählt werden und welche Aufgaben sie haben ist geregelt. Durch das Gese"
behindertenbeauftragter,https://www.behindertenbeauftragter.de/SharedDocs/DerBeauftragteAktuell/DE/AS/2021/20211216_Bericht_GewaltschutzInEinrichtungen.html              ,https://www.behindertenbeauftragter.de/SharedDocs/DerBeauftragteAktuell/DE/LS/2021/20211216_Nachlese_Gewaltschutz.html,0.8049573344169036,2461,1981,17.57857142857143,7.364312267657993,0.2608695652173913,0.2368421052631578,69,76,0.9323467016220092,0.8613334894180298,0.7320939302444458,0.4685087362860626,0.4472488642099949,0.0438845997561966,0.0186774356385663,0.2815928484355953,0.2776375567895002,0.069483949613978,0.0903584048460373,0.0548557496952458,0.0358404846037354,"Wie kann der Schutz vor Gewalt in Wohneinrichtungen der Eingliederungshilfe verbessert werden? Der Internationale Tag der Menschenrechte am vergangenen Freitag (10. Dezember) war eine passende Gelegenheit, dieses Thema zu diskutieren - bei einer Online-Fachveranstaltung gemeinsam organisiert vom Deutschen Institut für Menschenrechte (DIMR) und dem Beauftragten der Bundesregierung für die Belange von Menschen mit Behinderungen. Inhaltsverzeichnis Forum 1: „Gewaltprävention in Einrichtungen durch Schutzkonzepte und Schutzpflicht“ Forum 2: Mitwirkung und Empowerment der Bewohner*innen Forum 3: Intervention und Opferschutz: Sozialraumöffnung und Vernetzung mit dem externen Unterstützungssystem Forum 4: Überwachung des Gewaltschutzes durch Aufsichtsbehörden Podiumsdiskussion: Gewaltschutz in Wohneinrichtungen – Ausblick und Handlungsnotwendigkeiten Abschlussstatements Videos der Veranstaltung Das Programm im Detail Link zur Studie Über 400 Interessierte schalteten sich ein. Im Rahmen der Ve",Am 10. Dezember 2021 war der Internationale Tag der Menschen-Rechte . Dazu passte die Fach-Tagung zum Thema Gewalt-Schutz in Wohn-Einrichtungen von der Eingliederungs-Hilfe. Die Veranstaltung war im Internet. Sie wurde gemacht vom: Deutschen Institut für Menschen-Rechte. Bundes-Beauftragten für die Belange von Menschen mit Behinderungen. Über 400 Personen haben an der Veranstaltung teilgenommen. Es gab Vorträge von verschiedenen Fach-Leuten. Zum Beispiel: Experten und Expertinnen für Gewalt-Schutz. Frauen-Beauftragte aus Einrichtungen. Interessen-Vertreter und Interessen-Vertreterinnen von und für Menschen mit Behinderungen. Vertreter und Vertreterinnen aus Ämtern. Diese Veranstaltung hatte verschiedene Gründe: Seit 2021 steht im Sozial-Gesetz-Buch: Jede Einrichtung muss einen Plan zum Gewalt-Schutz haben. Die Universität Erlangen hat eine Befragung gemacht. Darin ging es um Möglichkeiten für Gewalt-Schutz von Menschen mit Behinderungen in Einrichtungen. Im September 2021 wurde darüber
behindertenbeauftragter,https://www.behindertenbeauftragter.de/DE/AS/rechtliches/un-brk/un-brk-node.html              ,https://www.behindertenbeauftragter.de/DE/LS/rechtliches/un-brk/un-brk.html,0.3502454991816694,611,214,17.970588235294116,10.19047619047619,0.4210526315789473,1.0,19,8,0.7599701285362244,0.8187987804412842,0.7712938785552979,0.486088379705401,0.4439252336448598,0.0769230769230769,0.0327102803738317,0.3126022913256956,0.2757009345794392,0.0572831423895253,0.0887850467289719,0.0425531914893617,0.0186915887850467,"Schätzungsweise 650 Millionen Menschen leben weltweit mit einer Behinderung. Nur in etwa 45 Staaten gibt es Vorschriften, die ihre Rechte besonders schützen. Die Generalversammlung der Vereinten Nationen hat deshalb 2001 beschlossen, dass Vorschläge für ein umfassendes internationales Übereinkommen zur Förderung und zum Schutz der Rechte von Menschen mit Behinderungen entwickelt werden sollen - die UN-Behindertenrechtskonvention ( UN-BRK ). Am 13. Dezember 2006, hat die Generalversammlung das „Übereinkommen der Vereinten Nationen über die Rechte von Menschen mit Behinderungen“ ( UN -Behindertenrechtskonvention, UN - BRK ) sowie das dazugehörige Zusatzprotokoll angenommen. In Deutschland ist die UN - BRK seit 2009 in Kraft. Die UN - BRK schafft keine Sonderrechte, sondern konkretisiert und spezifiziert die universellen Menschenrechte aus der Perspektive der Menschen mit Behinderungen vor dem Hintergrund ihrer Lebenslagen, die im Menschenrechtsschutz Beachtung finden müssen. Dazu greift ","Auf der Welt gibt es viele Millionen behinderte Menschen. Nur in etwa 45 Staaten werden die Rechte von den Menschen mit Behinderungen geschützt. Inhaltsverzeichnis Was steht in der UN-Behindertenrechtskonvention? Auf der Welt gibt es viele Millionen behinderte Menschen. Nur in etwa 45 Staaten werden die Rechte von den Menschen mit Behinderungen geschützt. Die Vereinten Nationen haben deshalb 2001 eine Besserung beschlossen. 5 Jahre später haben die Länder von den Vereinten Nationen eine Verabredung getroffen. Das war im Jahr 2006. Was steht in der UN-Behindertenrechtskonvention? In der UN -Behinderten-Rechtskonvention steht: Alle Menschen haben ein Recht auf Inklusion. Das heißt: Sie müssen alle Möglichkeiten haben. Sie müssen überall mitmachen können. Das ist ein Menschenrecht. Keine Fürsorge oder Gnade. Das gilt für alle Lebensbereiche: Barrierefreiheit, persönliche Mobilität, Gesundheit, Bildung, Beschäftigung, Rehabilitation, Teilhabe am politischen Leben, Gleich-Berechtigung und k"
behindertenbeauftragter,https://www.behindertenbeauftragter.de/DE/AS/kultur-im-kleisthaus/kultur-im-kleisthaus-node.html              ,https://www.behindertenbeauftragter.de/DE/LS/kultur-im-kleisthaus/kultur-im-kleisthaus.html,0.8091872791519434,283,229,16.647058823529413,12.052631578947368,0.0909090909090909,0.0769230769230769,11,13,0.910926342010498,0.910926342010498,0.8516186475753784,0.4522968197879858,0.4323144104803493,0.03886925795053,0.0218340611353711,0.3109540636042403,0.296943231441048,0.03886925795053,0.0524017467248908,0.0530035335689045,0.0480349344978165,Teilhabe an Kunst und Kultur Eine diverse Kulturlandschaft ist die Basis für eine inklusive Gesellschaft: Deswegen setzt sich der Behindertenbeauftragte im Sinne der UN-BRK für eine inklusive Kulturpolitik ein. Diese soll einerseits Menschen mit Beeinträchtigungen ermöglichen an allen Formen des kulturellen Lebens als Zuschauende oder Teilnehmende teilzuhaben. Andererseits sollen Künstler*innen mit Behinderungen gleichermaßen am Kunstmarkt etabliert werden und in allen Sparten sichtbar sein. Das Bewusstsein und die Bedingungen hierfür zu stärken ist ein wesentliches Ziel der „Kultur im Kleisthaus“. Weiterlesen Kulturveranstaltungen Die Veranstaltungen im Rahmen der „Kultur im Kleisthaus“ sind ausdrücklich inklusiv und sollen für alle Menschen zugänglich sein. Unabhängig von Hintergrund oder Beeinträchtigungen lädt der Behindertenbeauftragte zu unterschiedlichen Formaten ein - wenn möglich „live“ im Kleisthaus oder an anderen Orten und seit 2020 auch digital. Kulturnewsletter Über komme,"Eine bunte Kultur-Landschaft ist die Basis für eine inklusive Gesellschaft. Kultur im Kleisthaus ist barrierefrei und der Eintritt ist frei. Deshalb ist dem Behinderten-Beauftragten Kultur-Politik sehr wichtig. Kultur im Kleisthaus Die UN -Behinderten-Rechts-Konvention ( UN - BRK ) fordert: Informationen für die Allgemeinheit müssen Menschen mit Behinderungen zugänglich sein sollen. Das heißt, sie müssen barriere-frei sein. Das bedeutet auch: Barriere-Freiheit von Orten für Kunst und Kultur. Und die Teilhabe von Künstler*innen mit Beeinträchtigungen. Nicht nur zum Wohl für sie selbst. Sondern auch zum Wohle der Gemeinschaft. Der/Die Beauftragte der Bundesregierung für die Belange von Menschen mit Behinderungen setzt sich für eine inklusive Kultur-Politik ein. Diese soll den Zugang von Künstler*innen mit Beeinträchtigung am Kultur-Markt fördern. Und Menschen mit Behinderungen sollen als Zuschauer*innen und Teilnehmer*innen an Kultur-Programmen  teilnehmen können. Mit „Kultur im Kleistha"
behindertenbeauftragter,https://www.behindertenbeauftragter.de/DE/AS/presse-und-aktuelles/veranstaltungen/sonderseiten/arbeit/ankuendigung.html              ,https://www.behindertenbeauftragter.de/DE/LS/presse-und-aktuelles/veranstaltungen/sonderseiten/arbeit/ankuendigung.html,1.4226044226044223,407,579,15.653846153846152,7.329113924050633,0.7,0.28,10,25,0.847649097442627,0.8445593118667603,0.87717604637146,0.5503685503685504,0.4818652849740932,0.0786240786240786,0.0431778929188255,0.4054054054054054,0.2918825561312608,0.0294840294840294,0.0759930915371329,0.0417690417690417,0.0207253886010362,"Fachveranstaltung zum Thema „Arbeit von Menschen mit intellektuellen Beeinträchtigungen“ Inhaltsverzeichnis Datum und Ort der Veranstaltung Ablauf der Veranstaltung Themen der Veranstaltung Fragen zur Veranstaltung Datum und Ort der Veranstaltung Mittwoch, 3. Mai 2023, 11:00 - 16:00 Uhr Kleisthaus, Mauerstraße 53, 10117 Berlin Ablauf der Veranstaltung Begrüßung durch Gastgeber Jürgen Dusel, Beauftragter der Bundesregierung für die Belange von Menschen mit Behinderungen Keynote von Prof. Dr. Katja Nebe, Universität Halle an der Saale Keynote von Prof. Dr. Frederik Poppe, Hochschule Merseburg Moderation: Dr. Vanessa Marlog Parallele Workshops mit Vorstellung von 1. Best-Practice -Beispiel und anschließender Diskussion ( Runde 1) Workshop 1: Arbeit in Kunst und Kultur von Menschen mit intellektuellen Beeinträchtigungen Workshop 2: Berufliche Bildung von Menschen mit intellektuellen Beeinträchtigungen Parallele Workshops mit Vorstellung von 2. Best-Practice -Beispiel und anschließender Dis",Fach-Veranstaltung zum Thema „Arbeit von Menschen mit Lern-Schwierigkeiten“ Inhaltsverzeichnis Datum und Ort der Veranstaltung Ablauf von der Veranstaltung Themen von der Veranstaltung Fragen zu der Veranstaltung Datum und Ort der Veranstaltung Die Fach-Veranstaltung ist am 3. Mai 2023 . Sie beginnt 11:00 Uhr . Sie endet 16:00 Uhr . Adresse vom Veranstaltungs-Ort: Kleist-Haus Mauerstraße 53 10117 Berlin Ablauf von der Veranstaltung Einführung zu den Themen Grußwort Diese Rede hält Jürgen Dusel. Er ist der Beauftragte von der Bundes-Regierung für die Belange von Menschen mit Behinderungen. Fach-Vorträge Die Fach-Vorträge halten: Professor Doktor Katja Nebe. Sie ist von der Universität Halle an der Saale. Professor Doktor Frederik Poppe. Er ist von der Hochschule Merseburg. Moderation: Vanessa Marlog Weiter geht es mit 45 Minuten Gruppen-Arbeit: Alle Gäste gehen in eine kleine Arbeits-Gruppe. Es gibt 2 Arbeits-Gruppen . Die Gruppen haben verschiedene Themen. Es gibt einen Vortrag vom 1. 
behindertenbeauftragter,https://www.behindertenbeauftragter.de/DE/AS/kultur-im-kleisthaus/salon-im-kleisthaus/gaeste/_documents/ninialagrande_inhalt.html              ,https://www.behindertenbeauftragter.de/DE/LS/kultur-im-kleisthaus/salon-im-kleisthaus/gaeste/_documents/ninialagrande_inhalt.html,1.3725490196078431,153,210,17.0,7.5,0.5,0.75,12,8,0.9047023057937622,0.9047023057937622,0.8728309869766235,0.477124183006536,0.4761904761904761,0.0196078431372549,0.019047619047619,0.392156862745098,0.3380952380952381,0.0457516339869281,0.1,0.0849673202614379,0.0523809523809523,"Dieses Mal zu Gast: Moderatorin, Autorin und Slam Poetin Ninia LaGrande. Die 1983 geborene Künstlerin studierte Kunstgeschichte und Germanistik in Marburg und Göttingen, hat zwei Bücher veröffentlicht und ist erfolgreich als Moderatorin und Slam Poetin auf verschiedensten Bühnen der Republik zu sehen. Sie ist Geschäftsführerin des Büros für Popkultur GmbH & Co. KG in Hannover, wo sie inklusive Kulturkonzepte entwickelt. Jürgen Dusel spricht mit ihr über Teilhabe an Kultur in Pandemie-Zeiten, Mode und Inklusion und was sie in Kindheit und Jugend „stark“ gemacht hat. Das, was für Jürgen Dusel die Musik und die Band mit Schulfreunden war, war für Ninia LaGrande die Theater AG . Video mit Originalton, Gebärdensprache, Untertitel für Gehörlose und Schwerhörige und Audiodeskription: Salon im Kleisthaus mit Ninia LaGrande Video ohne „eingebrannte Untertitel“ Hier geht es zum Video auf unserer YouTube-Seite",Dieses Mal zu Gast: Ninia LaGrande. Frau LaGrande macht viele Dinge. Sie ist Moderatorin. Das heißt: Sie führt Gespräche und Interviews mit anderen Menschen. Sie ist Autorin. Das heißt: Sie schreibt Bücher und Texte für Zeitschriften. Sie hat schon 2 Bücher veröffentlicht. Sie ist Slam Poetin. Das heißt: Sie schreibt Gedichte und führt sie auf Bühnen auf. Außerdem leitet sie eine Firma. Die Firma heißt: Pop-Kultur GmbH&Co.KG in Hannover. Die Firma arbeitet mit und für Menschen mit Behinderung. Ninia LaGrande ist 1983 geboren und hat studiert. Kunst-Geschichte und Germanistik. Jürgen Dusel spricht mit Ninia LaGrande. Über Kultur für Menschen mit Behinderung. Über Mode. Und wie Menschen mit Behinderung an allem teilhaben können. Ninia LaGrande ist eine starke und erfolgreiche Frau. Jürgen Dusel möchte wissen. Was hat Frau LaGrande so stark gemacht. In ihrer Kindheit und Jugend. Jürgen Dusel hat zum Beispiel in der Schule Musik gemacht. In einer Schul-Band. Ninia LaGrande hat in der Schul
behindertenbeauftragter,https://www.behindertenbeauftragter.de/SharedDocs/Pressemitteilungen/DE/AS/2021/PM19_DresdnerPositionen.html              ,https://www.behindertenbeauftragter.de/SharedDocs/Pressemitteilungen/DE/LS/LS_2021/PM19_DresdnerPositionen_LS.html,1.5582255083179295,541,843,21.64,10.035714285714286,0.4117647058823529,0.1320754716981132,17,53,0.9216299057006836,0.8874963521957397,0.7961123585700989,0.4861367837338262,0.4460260972716489,0.0924214417744916,0.0533807829181494,0.2975970425138632,0.3013048635824436,0.0517560073937153,0.0569395017793594,0.0295748613678373,0.0118623962040332,"Behindertenbeauftragte formulieren Forderungen an die Bundesregierung in der 20. Legislaturperiode des Deutschen Bundestages , erschienen am 15.10.2021 Ausgabejahr 18/2021 Datum 15.10.2021 Zum Abschluss des 62. Treffens der Behindertenbeauftragten des Bundes und der Länder am 14. und 15. Oktober 2021 in Dresden haben die Beauftragten des Bundes und der Länder für Menschen mit Behinderungen heute in Form von „Dresdner Positionen“ Forderungen für einen Koalitionsvertrag für die 20. Legislaturperiode des Deutschen Bundestages verabschiedet. Die Beauftragten fordern, dass bei den Koalitionsverhandlungen die Belange von Menschen mit Behinderungen als Querschnittsthema in allen Politikfeldern Berücksichtigung finden. Benannt werden die Themen: 1) Umfassende Barrierefreiheit, hier unter anderem: Verpflichtung von privaten Anbietern zur Barrierefreiheit Inklusives Wohnen und soziale Teilhabe, die Schaffung von bezahlbarem und barrierefreiem Wohnraum soll konsequent vorangetrieben werden, so so","Die Behinderten-Beauftragten teilen der Bundes-Regierung Deutschland ihre Forderungen mit. , erschienen am 20.01.2022 Ausgabejahr 2021 Datum 20.01.2022 In dem Monat Oktober von dem Jahr 2 0 2 1 haben sich alle Behinderten-beauftragten getroffen. Das Treffen war in Dresden. Die Behinderten-Beauftragten sind von: dem Bund. Der Bund ist Deutschland. den Bundes-Ländern. Deutschland hat 1 6 Bundes-Länder. Zum Beispiel Nord-Rhein-Westfalen ist ein Bundes-Land. Die Behinderten-Beauftragten haben sich schon 6 2 Mal getroffen. Bei dem Treffen wurde viele Themen für eine Verbesserung der Gleichberechtigung von Menschen mit Behinderungen besprochen. Die Behinderten-Beauftragen haben sich auf Ziele für die Verbesserung der Gleichberechtigung geeinigt. Die Ziele wurden als eine gemeinsame Forderung auf-geschrieben. Die auf-geschriebenen Forderungen haben den Namen: Dresdener Positionen. Die Dresdener Positionen sollen in dem Koalitions-Vertrag berücksichtigt werden. Koalitions-Vertrag ist ein schwe"
behindertenbeauftragter,https://www.behindertenbeauftragter.de/SharedDocs/DerBeauftragteAktuell/DE/AS/2024/20240131_T4_Ankuendigung.html              ,https://www.behindertenbeauftragter.de/SharedDocs/DerBeauftragteAktuell/DE/LS/2024/20240131_T4_Ankuendigung.html,1.5070422535211268,355,535,17.75,8.106060606060606,0.3809523809523809,0.3333333333333333,21,24,0.8773068785667419,0.8977634906768799,0.8541958332061768,0.4422535211267606,0.4392523364485981,0.056338028169014,0.0485981308411214,0.3154929577464789,0.2859813084112149,0.0366197183098591,0.0728971962616822,0.0450704225352112,0.0317757009345794,"Einladung zu unseren Veranstaltungen: Der Beauftragte lädt anlässlich des Gedenkttags an die Opfer des Nationalsozialismus zu zwei Gedenkveranstaltungen am 26. Januar und am 31. Januar ein. Inhaltsverzeichnis Die Termine im Überblick: Am 27. Januar 2024 gedenken wir der Millionen Opfer des Nationalsozialismus. Unter ihnen waren auch mehrere hunderttausende Kinder, Männer und Frauen mit Behinderungen und psychischen Erkrankungen. Wir möchten am 31.01.2024 um 12:00 Uhr in der Tiergartenstraße 4 am Gedenk- und Informationsort zusammenkommen, um der Opfer der NS-„Euthanasie“ zu gedenken. In diesem Jahr werden wir unsere Aufmerksamkeit besonders auf die tauben Opfer richten. Die Kranzniederlegung wird von zwei Künstlerinnen, Ines Konietzko-Fischer (taub) und Claudia van Hasselt (hörend), mit einer musikalischen Performance begleitet. Den ungehörten Leidenswegen der tauben Opfer wird durch die Künstlerinnen visuell und musikalisch gedacht. Zuvor wird es im Rahmen der „Kultur im Kleisthaus“ i","Einladung zu unseren Veranstaltungen: Am 26. Januar und am 31. Januar lädt der Beauftragte von der Bundes-Regierung ein. Wir wollen an die Opfer des National-Sozialmus gedenken. Am 27. Januar 2024 erinnern wir uns an Millionen Menschen. Diese Menschen waren Opfer des National-Sozialismus. Das war in Deutschland die Zeit von 1933 bis 1945. Zu den Opfern gehörten auch: Mehrere 100-tausend Kinder. Männer und Frauen mit Behinderungen. Männer und Frauen mit seelischen Erkrankungen. Wir möchten am 31. Januar 2024 um 12:00 Uhr in der Tiergartenstraße 4 zusammen-kommen. Dort ist ein Gedenk-Ort und Informations-Ort. Es wird an die Ermordung von Menschen mit Behinderungen und Menschen mit seelischen Erkrankungen im National-Sozialismu s erinnert. Dieses Jahr geht es vor allem um die tauben Opfer. Das sind Menschen, die nicht hören können. 2 Künstlerinnen begleiten die Kranz-Niederlegung: Ines Konietzko-Fischer. Sie ist taub. Claudia van Hasselt. Sie ist hörend. Die beiden Künstlerinnen machen ge"
behindertenbeauftragter,https://www.behindertenbeauftragter.de/DE/AS/kultur-im-kleisthaus/erinnerungskultur-t4/erinnerungskultur-t4-node.html              ,https://www.behindertenbeauftragter.de/DE/LS/kultur-im-kleisthaus/erinnerungskultur-t4/erinnerungskultur-t4.html,0.6553398058252428,206,135,25.75,11.25,0.2727272727272727,0.4285714285714285,11,7,0.8228042125701904,0.8228042125701904,0.8472432494163513,0.4563106796116505,0.4148148148148148,0.0631067961165048,0.0296296296296296,0.2864077669902912,0.2296296296296296,0.0388349514563106,0.0888888888888888,0.0388349514563106,0.0296296296296296,"Jedes Jahr am 27. Januar, dem Tag des Gedenkens an die Opfer des Nationalsozialismus, legt der Beauftragte der Bundesregierung für die Belange von Menschen mit Behinderungen am Gedenk- und Informationsort für die Opfer der nationalsozialistischen „Euthanasie“-Morde bzw. am Mahnmal an der Tiergartenstraße 4 in Berlin im Rahmen einer Gedenkveranstaltung einen Kranz nieder. Wir gedenken an diesem Tag der Opfer der „Euthanasie“-Verbrechen im Nationalsozialismus. Rund ein Drittel - mehr als 70 000 - der Morde an Patientinnen und Patienten aus Heil- und Pflegeanstalten geschahen im Zuge der sogenannten Aktion T4 in einer ersten zentral gesteuerten Phase aus der Tiergartenstraße 4 heraus. Insgesamt wurden 200.000 Patientinnen und Patienten, darunter auch Kinder, aus psychiatrischen Einrichtungen des Deutschen Reichs in verdeckten Aktionen durch Vergasung, Medikamente oder Verhungern ermordet. Für ganz Europa geht man von über 300.000 Tötungen im Namen des sogenannten „Euthanasie“-Programms au",Jedes Jahr am 27.01. legt der oder die Beauftragte der Bundes-Regierung für die Belange von Menschen mit Behinderungen einen Kranz nieder. Das ist der Gedenk-Tag für die Opfer vom  National-Sozialismus. Am Mahnmal an der Tiergartenstraße 4 in Berlin. Es wird an die Opfer der „Euthanasie“-Verbrechen im National-Sozialismus erinnert. Es wurden damals sehr viele Menschen mit Behinderungen und psychischen Erkrankungen ermordet. In ganz Europa wurden 300.000 Menschen mit Behinderungen ermordet. Und sehr viele Menschen wurden sterilisiert. Das bedeutet: sie wurden operiert um keine Kinder mehr bekommen zu können. Das waren ganz schrecklichen Verbrechen . Die soll niemand vergessen. Damit sowas nie wieder passiert. Unsere Veranstaltungen aus früheren Jahren finden Sie im Archiv (Der Link wechselt in den Bereich der Alltagssprache).
behindertenbeauftragter,https://www.behindertenbeauftragter.de/DE/AS/kultur-im-kleisthaus/kulturveranstaltungen/kulturveranstaltungen-node.html              ,https://www.behindertenbeauftragter.de/DE/LS/kultur-im-kleisthaus/kulturveranstaltungen/kulturveranstaltungen.html,1.1329479768786128,173,196,17.3,13.066666666666666,0.5,0.5,4,4,0.9001762270927429,0.9001762270927429,0.9466333389282228,0.4739884393063583,0.4387755102040816,0.0520231213872832,0.0204081632653061,0.2543352601156069,0.2244897959183673,0.0635838150289017,0.0816326530612244,0.0751445086705202,0.0408163265306122,"Die Veranstaltungen im Rahmen der „Kultur im Kleisthaus“ sind ausdrücklich inklusiv und sollen für alle Menschen zugänglich sein. Unabhängig von Hintergrund oder Beeinträchtigungen lädt der Behindertenbeauftragte zu unterschiedlichen Formaten ein - wenn möglich „live“ im Kleisthaus oder an anderen Orten und seit 2020 auch digital. Die Räume des Kleisthauses sind barrierefrei gestaltet und somit für Menschen mit und ohne Behinderungen nutzbar. Für Personen mit Seh- und Hörbeeinträchtigungen bieten wir bei unseren Fach- und Kulturveranstaltungen Live-Audiodeskription, eine Induktionsanlage und Gebärdensprachdolmetscher*innen. Zunehmend arbeiten wir auch mit einer Live-Dolmetschung in Leichte Sprache. Es wird versucht, auf die diversen Bedarfe der Teilnehmenden einzugehen und auch individuelle Angebote zu schaffen. Auch bei Fachveranstaltungen, Kooperationen mit externen Partnern oder bei der Erarbeitung kulturpolitischer Positionen sind Inklusion, Teilhabe und Barrierefreiheit die Leitli","Die Veranstaltungen der „Kultur im Kleisthaus“ sind inklusiv – alle Menschen sollen teilhaben können. Alle Menschen sind willkommen, egal vorher sie kommen oder welche Behinderung sie haben. Die Veranstaltungen sind möglichst „live“, aber seit 2020 gibt es sie auch digital. Die Räume im Kleisthaus sind barrierefrei. Daher können sie alle Menschen nutzen. Für Menschen mit Seh- und Hör-Behinderungen gibt es Audio-Deskription, eine Induktions-Anlage und Gebärdensprach-Dolmetschung. Übersetzung in Leichte Sprache gibt es immer öfter auch live. Wir versuchen, auf alle Bedarfe der Menschen mit Behinderungen einzugehen. Wir haben bereits Ausstellungen, Hör-Film-Vorführungen, Lesungen, Konzerte und Diskussionen zu verschiedenen Themen gemacht. Der Eintritt ist immer frei. Die „Kultur im Kleisthaus“ beschäftigt sich mit Themen, die für die Menschen für ihr Leben wichtig sind. Es wird besonders darauf geachtet, dass Kunst und Kultur von Menschen mit Behinderungen gesehen wird. Dadurch erfährt ma"
